author,title,rating,ratings,genres,link
Михай Чиксентмихайи,Поток: Психология оптимального переживания,4.6,1911,"Вдохновение, Зарубежная психология, Искусство быть счастливым, Общая психология, Практические рекомендации, Психология успеха, Саморазвитие / личностный рост, Счастье",https://www.litres.ru/audiobook/mihay-chiksentmihayi/potok-psihologiya-optimalnogo-perezhivaniya-6653349/
Пег Стрип,Нелюбимая дочь. Как оставить в прошлом травматичные отношения с матерью и начать новую жизнь,4.4,650,"Взаимоотношения в семье, Детская психология, Зарубежная психология, Материнство, Психология личности, Психология отношений, Самопомощь, Саморазвитие / личностный рост, Семейная психология",https://www.litres.ru/book/peg-strip/nelubimaya-doch-kak-ostavit-v-proshlom-travmatichnye-otnosheniya-42817984/
Хэл Элрод,Магия утра. Как первый час дня определяет ваш успех,4.3,9119,"Зарубежная психология, Искусство быть счастливым, Как стать успешным, Личная эффективность, Работа над собой, Развитие личности, Саморазвитие / личностный рост, Скрытые возможности",https://www.litres.ru/book/hel-elrod/magiya-utra-kak-pervyy-chas-dnya-opredelyaet-vash-uspeh-19063017/
Лена Обухова,Пробуждение куклы,4.9,1783,"Загадочная гибель, Загадочные события, Мистика, Мистические детективы, Смертельная опасность, Современные детективы, Частное расследование",https://www.litres.ru/book/lena-obuhova/probuzhdenie-kukly-61254752/
Алекс Д,Улей. Книга 2,4.9,1459,"Жестокие игры, Остросюжетная проза, Остросюжетные любовные романы, Тайные общества, Триллеры, Эксперименты над людьми, Эротические романы, Эротический триллер",https://www.litres.ru/book/aleks-d-17618839/uley-kniga-2-69247255/
Дмитрий Глуховский,Метро. Трилогия под одной обложкой,4.5,1844,"Антиутопия, Близкое будущее, Мутанты, Психологическая фантастика, Социальная фантастика, Умирающая Земля",https://www.litres.ru/book/dmitriy-gluhovskiy/metro-trilogiya-pod-odnoy-oblozhkoy-22764358/
Анджей Сапковский,Последнее желание,4.9,2871,"Боевое фэнтези, Героическое фэнтези, Зарубежное фэнтези, Интриги, Квест, Книги про волшебников, Магические способности, Сражения, Становление героя",https://www.litres.ru/audiobook/andzhey-sapkovskiy/poslednee-zhelanie-63454836/
Евгений Щепин,"ВкусВилл: Как совершить революцию в ритейле, делая всё не так",4.7,1013,"Истории успеха, Личный опыт, Просто о бизнесе, Ритейл, Российская практика, Сетевая розничная торговля, Стартапы и создание бизнеса, Успешный бизнес",https://www.litres.ru/book/evgeniy-schepin-2114/vkusvill-kak-sovershit-revoluciu-v-riteyle-delaya-vse-39436936/
Евгений Щепин,"ВкусВилл: Как совершить революцию в ритейле, делая всё не так",4.8,985,"Истории успеха, Краткое изложение, Личный опыт, Просто о бизнесе, Ритейл, Российская практика, Сетевая розничная торговля, Стартапы и создание бизнеса, Успешный бизнес",https://www.litres.ru/audiobook/evgeniy-schepin-2114/vkusvill-kak-sovershit-revoluciu-v-riteyle-delaya-vse-39442826/
Максим Батырев,Менеджмент во время шторма. 15 правил управления в кризис,4.6,97,"Антикризисное управление, Деловая карьера, Кризисное управление, Лидерство, Менеджмент, Менеджмент и кадры, Организация рабочего процесса, Теория менеджмента, Эффективное руководство",https://www.litres.ru/book/maksim-batyrev/menedzhment-vo-vremya-shtorma-15-pravil-upravleniya-v-krizi-67939511/
Леонид Юзефович,Дом свиданий,4.5,161,"Загадочное исчезновение, Исторические детективы, Российская империя, Русский сыск, Убийства",https://www.litres.ru/audiobook/leonid-uzefovich/dom-svidaniy-42598148/
Александра Маринина,Дебютная постановка. Том 1,4.7,906,"Журналистское расследование, Загадочные события, Загадочные убийства, Расследование преступлений, Современные детективы, Частные детективы",https://www.litres.ru/audiobook/aleksandra-marinina/debutnaya-postanovka-tom-1-69549202/
Татьяна Устинова,Развод и девичья фамилия,5.0,2,"Загадочные убийства, Остросюжетные любовные романы, Повороты судьбы, Современные детективы, Частное расследование",https://www.litres.ru/audiobook/tatyana-ustinova/razvod-i-devichya-familiya-70272025/
Дем Михайлов,Перекресток одиночества 4. Часть 1,4.8,86,"Антиутопия, Боевая фантастика, Борьба за выживание, Детективная фантастика, Опасные приключения, Параллельные миры, Попаданцы, Сверхспособности",https://www.litres.ru/audiobook/dem-mihaylov/perekrestok-odinochestva-4-chast-1-70201285/
Джулия Либур,Дракон с бантиком,5.0,155,"Городское фэнтези, Дружба, Магия и волшебство, Новогодние сказки, Романтическое фэнтези, Русское фэнтези, Самиздат, Фэнтези про драконов",https://www.litres.ru/book/dzhuliya-libur/drakon-s-bantikom-70088254/
Алексей Пехов,Цветок яблони,4.9,2208,"Боевое фэнтези, Волшебные миры, Героическое фэнтези, Квест, Книги про волшебников, Магические артефакты, Сверхспособности, Становление героя",https://www.litres.ru/book/aleksey-pehov/cvetok-yabloni-68446993/
Фрэнк Кинслоу,Мгновенное исцеление. Техника Квантового Смещения,4.7,45,"Биоэнергетика, Воздействие на сознание, Духовные практики, Здоровье, Оздоровительные системы, Пошаговые инструкции, Практическая эзотерика, Эзотерика / оккультизм",https://www.litres.ru/book/frenk-kinslou/mgnovennoe-iscelenie-tehnika-kvantovogo-smescheniya-68704485/
Евгений Севастьянов,Системное управление на практике. 50 историй из опыта руководителей для развития управленческих навыков,4.7,150,"Лидерство, Менеджмент организации, Организационный менеджмент, Психология в бизнесе, Российская практика, Руководителям организаций и предприятий, Саморазвитие / личностный рост, Управление бизнесом, Управление персоналом, Успешный бизнес, Эффективное руководство",https://www.litres.ru/audiobook/evgeniy-sevastyanov/sistemnoe-upravlenie-na-praktike-50-istoriy-iz-opyta-r-66610714/
Михаил Дорин,Авиатор: назад в СССР 2,4.5,29,"Альтернативная история, Военная авиация, Историческая фантастика, Книги о приключениях, Назад в СССР, Перемещение во времени, Попаданцы, Самиздат",https://www.litres.ru/book/mihail-dorin-32876272/aviator-nazad-v-sssr-2-70239646/
Маргарита Ардо,Академия волшебства. Незачет по злодеям,4.8,1299,"Волшебство, Драконы, Книги про волшебников, Любовное фэнтези, Любовные приключения, Магические академии, Магические способности, Приключенческое фэнтези",https://www.litres.ru/book/margarita-ardo/akademiya-volshebstva-nezachet-po-zlodeyam-69348256/
Анна Марчук,"Хитрый, как лис, ловкий, как тигр. 36 китайских стратагем, которые научат выходить победителем из любой ситуации",4.7,64,"Восточная мудрость, Древневосточная литература, Древнекитайская философия, Как достичь успеха, Личная эффективность, Психологическое воздействие, Саморазвитие / личностный рост, Техники влияния",https://www.litres.ru/book/anna-marchuk-3160472/hitryy-kak-lis-lovkiy-kak-tigr-36-kitayskih-stratagem-66587286/
Андрей Васильев,Останний день,4.9,3574,"Авантюрные приключения, Городское фэнтези, Квест, Магические миры, Приключенческое фэнтези, Становление героя",https://www.litres.ru/book/andrey-vasilev-4/ostanniy-den-65391731/
Роб Янг,Сила личности. Как влиять на людей и события,3.7,45,"Лидерство, Личная эффективность, Мотивация, Развитие личности, Саморазвитие / личностный рост, Техники влияния",https://www.litres.ru/book/rob-yang/sila-lichnosti-kak-vliyat-na-ludey-i-sobytiya-11080175/
Патрик Кинг,"Как стать экспертом по человеческому поведению. Наблюдайте, читайте, понимайте и расшифровывайте людей на основе минимальной информации",4.4,16,"Личная эффективность, Поведенческая психология, Работа над собой, Саморазвитие / личностный рост, Самосовершенствование, Эффективное общение",https://www.litres.ru/book/patrik-king/kak-stat-ekspertom-po-chelovecheskomu-povedeniu-nabludayte-chi-67922682/
Фредрик Бакман,Вторая жизнь Уве,4.9,8605,"Жизненные ценности, Психологическая проза, Современная зарубежная литература, Философская проза, Шведская литература, Экранизации",https://www.litres.ru/audiobook/fredrik-bakman/vtoraya-zhizn-uve-24414722/
Ася Володина,Протагонист,4.7,199,"Детективное расследование, Загадочная смерть, Загадочное самоубийство, Испытания, Психологическая проза, Современная русская литература, Триллеры",https://www.litres.ru/book/asya-volodina/protagonist-69152536/
Мишель Бюсси,Ты никогда не исчезнешь,4.5,21,"Загадочное исчезновение, Зарубежные детективы, Мистические детективы, Психологические детективы, Современные детективы, Тайны прошлого, Французские детективы",https://www.litres.ru/audiobook/mishel-bussi/ty-nikogda-ne-ischeznesh-70243618/
Ерофей Трофимов,Одиночка,4.6,2141,"Альтернативная история, Боевая фантастика, Борьба за выживание, Другое тело, Историческая фантастика, Попаданцы, Русско-турецкая война, Становление героя",https://www.litres.ru/book/erofey-trofimov/odinochka-66891128/
Наталья Мамлеева,"Истинная для демона-2, или Укради мои воспоминания",4.9,936,"Любовное фэнтези, Любовные интриги, Любовные приключения, Магические миры, Приключенческое фэнтези, Эпическое фэнтези",https://www.litres.ru/book/natalya-mamleeva/istinnaya-dlya-demona-2-ili-ukradi-moi-vospominaniya-69650512/
Светлана Гурьянова,"В начале было кофе. Лингвомифы, речевые «ошибки» и другие поводы поломать копья в спорах о русском языке",5.0,52,"История языков, Лингвистика, Лингвистический анализ, Научно-популярная литература, Речеведение, Русский язык, Современный русский язык, Языкознание",https://www.litres.ru/book/svetlana-guryanova/v-nachale-bylo-kofe-lingvomify-rechevye-oshibki-i-drugi-69730168/
Кира Иствуд,Отбор Истинных. Книга 2. Второй шанс для принцессы,4.9,1134,"Детективное фэнтези, Любовное фэнтези, Любовные интриги, Магические способности, Оборотни, Опасные приключения, Попаданцы, Самиздат",https://www.litres.ru/book/kira-istvud-32078339/otbor-istinnyh-kniga-2-vtoroy-shans-dlya-princessy-67925177/
Юлия Ефимова,Пока медведица на небе,4.8,645,"Детектив-загадка, Женские детективы, Иронические детективы, Ироничная проза, Классические детективы, Остросюжетные любовные романы, Приключенческие детективы, Самиздат",https://www.litres.ru/book/uliya-efimova-17531856/poka-medvedica-na-nebe-48409367/
Кира Иствуд,Возвращение злодейки любовного романа,4.9,974,"Любовное фэнтези, Магические способности, Мистические детективы, Оборотни, Попаданцы, Придворные интриги, Самиздат",https://www.litres.ru/book/kira-istvud-32078339/vozvraschenie-zlodeyki-lubovnogo-romana-67894244/
Джордж Сэмюэль Клейсон,Самый богатый человек в Вавилоне,4.8,16170,"Богатство, Зарубежная деловая литература, Зарубежная психология, Исполнение желаний, Как достичь успеха, Личная эффективность, Личные финансы, Притчи, Саморазвитие / личностный рост, Финансовое благополучие",https://www.litres.ru/book/dzhorzh-semuel-kleyson/samyy-bogatyy-chelovek-v-vavilone-23593618/
Андрей Курпатов,Красная таблетка. Посмотри правде в глаза,4.4,7490,"Анатомия и физиология человека, Иллюзии жизни, Научно-популярная литература, Нейропсихология, Самопознание, Саморазвитие / личностный рост, Советы психолога, Счастье",https://www.litres.ru/audiobook/andrey-kurpatov/krasnaya-tabletka-posmotri-pravde-v-glaza-38268036/
Ханья Янагихара,Маленькая жизнь,4.5,3864,"Жизненные трудности, Мировой бестселлер, Психологическая проза, Современная зарубежная литература, Судьба человека, Тайны прошлого",https://www.litres.ru/book/hanya-yanagihara/malenkaya-zhizn-22061261/
Виктор Пелевин,KGBT+ (КГБТ+),4.5,2333,"Антиутопия, Далёкое будущее, Жизненный выбор, Жизнь после смерти, Постмодернизм, Современная русская литература",https://www.litres.ru/audiobook/viktor-pelevin/kgbt-kgbt-68010761/
Александр Тамоников,Крик болотной птицы,2.0,2,"Боевики, Боевые операции, Великая Отечественная война, Остросюжетная литература, Смертельная опасность, Спецназ",https://www.litres.ru/book/aleksandr-tamonikov/krik-bolotnoy-pticy-70250356/
Макс Глебов,Столица мятежной окраины,4.8,1715,"Боевая фантастика, Боевые роботы, Героическая фантастика, Инопланетное вторжение, Инопланетяне, Космическая фантастика, Космические войны, Научная фантастика",https://www.litres.ru/book/maks-alekseevich-glebov/stolica-myatezhnoy-okrainy-69162178/
Мика Ртуть,"Догнать ревизора, или Налог на Золушку",4.8,15,"Любовное фэнтези, Магические миры, Приключенческое фэнтези, Романтическое фэнтези, Технофэнтези, Юмористическое фэнтези",https://www.litres.ru/audiobook/mika-rtut-30599996/dognat-revizora-ili-nalog-na-zolushku-70254106/
Александр Лоуэн,"Радость. Как наполнить тело энергией, а жизнь счастьем",4.0,17,"Биоэнергетика, Внутренняя гармония, Психоанализ, Психотерапия, Психотехники, Самопознание, Саморазвитие / личностный рост, Уверенность в себе",https://www.litres.ru/book/aleksandr-louen/radost-kak-napolnit-telo-energiey-a-zhizn-schastem-67825739/
А.Никл,Сотня граней. Том 6. Тысяча и одна боль,4.8,20,"LitRPG, Боевое фэнтези, Виртуальная реальность, Героическое фэнтези, Приключенческое фэнтези, Путь к Богу, Становление героя",https://www.litres.ru/audiobook/a-nikl/sotnya-graney-tom-6-tysyacha-i-odna-bol-70254037/
Александра Черчень,Хозяйка магической лавки – 3,4.8,439,"Любовное фэнтези, Любовные интриги, Любовные испытания, Магические артефакты, Магические миры, Магическое фэнтези, Юмористическое фэнтези",https://www.litres.ru/book/aleksandra-cherchen/hozyayka-magicheskoy-lavki-3-69444388/
Эрвин Шрёдингер,Что такое жизнь?,4.1,44,"Занимательная наука, Научно-популярная литература, Теоретическая физика, Феномены сознания, Физика, Философия жизни",https://www.litres.ru/book/ervin-shredinger/chto-takoe-zhizn-7766381/
Джордж Р. Р. Мартин,Путешествия Тафа (сборник),4.5,171,"Далёкое будущее, Зарубежная фантастика, Квест, Космическая фантастика, Космические приключения, Мутанты, Научная фантастика, Сборник рассказов, Социальная фантастика",https://www.litres.ru/book/dzhordzh-r-r-martin-45006/puteshestviya-tafa-4436481/
Мария Гаранина,Записки исторической сплетницы. О жизни королевских особ и аристократов XII-XVIII вв.,4.6,98,"Занимательная история, Историческая литература, Исторические личности, Монархи, Популярно об истории, Придворные интриги, Тайны истории",https://www.litres.ru/book/mariya-garanina/zapiski-istoricheskoy-spletnicy-o-zhizni-korolevskih-osob-63008631/
Тана Френч,Фейтфул-Плейс,4.5,214,"Загадочное исчезновение, Зарубежные детективы, Полицейские детективы, Психологические детективы, Психологические триллеры, Семейная драма, Современные детективы, Тайны прошлого, Триллеры",https://www.litres.ru/book/tana-french/feytful-pleys-67589420/
Наринэ Абгарян,С неба упали три яблока,4.8,3913,"Армения, Вечные ценности, Жизненные трудности, Семейные истории, Современная русская литература, Судьба человека",https://www.litres.ru/book/narine-abgaryan/s-neba-upali-tri-yabloka-9529452/
Матильда Старр,Академия мертвых душ. Нечаянная невеста,4.9,5719,"Young adult, Любовно-фантастические романы, Любовное фэнтези, Любовные интриги, Магические академии, Магические способности, Попаданцы, Приключенческое фэнтези, Романтическое фэнтези, Только на ЛитРес",https://www.litres.ru/book/matilda-starr/akademiya-mertvyh-dush-nechayannaya-nevesta-65425437/
Клэр Дуглас,Исчезновение,4.0,2,"Остросюжетная литература, Похищения, Психологические триллеры, Смертельная опасность, Современная зарубежная литература, Тайны прошлого, Триллеры",https://www.litres.ru/book/kler-duglas/ischeznovenie-70243483/
Александр Ширвиндт,"Склероз, рассеянный по жизни",4.7,1426,"Автобиографии, Биографии и мемуары, Знаменитые актеры, Знаменитые драматурги и режиссеры, Истории из жизни, История русского театра, Кинематограф / театр, Размышления о жизни",https://www.litres.ru/book/aleksandr-shirvindt/skleroz-rasseyannyy-po-zhizni-8439327/
Джеймс Джойс,Улисс,4.1,604,"Зарубежная классика, Литература 20 века, Литература Ирландии, Модернизм, Провокационные романы, Философская проза",https://www.litres.ru/book/dzheyms-dzhoys/uliss-136177/
Дина Рубина,Липовая жена,4.6,1218,"Житейские истории, Повороты судьбы, Проза жизни, Рассказы, Семейные ценности, Современная русская литература",https://www.litres.ru/book/dina-rubina/lipovaya-zhena-65469466/
Александра Маринина,Отдаленные последствия. Том 1,4.4,2844,"В поисках истины, Загадочные убийства, Знаменитые сыщики, Расследование преступлений, Серийные убийцы, Современные детективы",https://www.litres.ru/book/aleksandra-marinina/otdalennye-posledstviya-tom-1-65951454/
Дэвид Бернс,Терапия настроения: Клинически доказанный способ победить депрессию без таблеток,4.4,431,"Депрессия, Зарубежная психология, Когнитивная психология, О психологии популярно, Повышение самооценки, Преодоление проблем, Психологическая помощь, Саморазвитие / личностный рост, Состояния и явления психики",https://www.litres.ru/book/david-d-burns/terapiya-nastroeniya-klinicheski-dokazannyy-sposob-pobedit-d-40975505/
Александр Колесников,Нумерология. Самоучитель,4.4,335,"Знаки и символы, Нумерология, Практическая эзотерика, Предсказание судьбы, Самоучители, Толкование судьбы, Эзотерика / оккультизм",https://www.litres.ru/book/aleksandr-gennadevich-kolesnikov/numerologiya-samouchitel-28958696/
Виктор Державин,Агентурная разведка. Часть 9. Поединок. Эндшпиль,5.0,98,"Военная проза, Военные приключения, Исторические приключения, Наши в эмиграции, Самиздат, Спецназ ГРУ, Шпионские детективы",https://www.litres.ru/book/viktor-derzhavin/agenturnaya-razvedka-chast-9-poedinok-endshpil-69414454/
Виктор Державин,Агентурная разведка. Часть 10. Venceremos,5.0,93,"Военная проза, Военные приключения, Исторические приключения, Психологические детективы, Самиздат, Триллеры, Шпионские детективы, Шпионский триллер",https://www.litres.ru/book/viktor-derzhavin/agenturnaya-razvedka-chast-10-venceremos-69510844/
Евгений Юрьевич Ильичев,Последний контакт,4.4,135,"Космическая фантастика, Космос, Научная фантастика, Остросюжетная фантастика, Писатели-фантасты, Самиздат, Триллеры, Фантастический триллер",https://www.litres.ru/book/evgeniy-urevich-ilichev/posledniy-kontakt-68806818/
Валерий Пылаев,Волков. Апраксин двор,4.8,31,"Альтернативная история, Бояръ-аниме, Городское фэнтези, Магические миры, Попаданцы, Приключенческое фэнтези, Российская империя",https://www.litres.ru/audiobook/valeriy-pylaev/volkov-apraksin-dvor-70254169/
Нил Дональд Уолш,Беседы с Богом. Необычный диалог. Книга 1,4.8,1272,"Бестселлеры «New York Times», Духовное возрождение, Духовные наставления, Путь к Богу, Самосовершенствование, Эзотерика / оккультизм",https://www.litres.ru/book/nil-uolsh/besedy-s-bogom-neobychnyy-dialog-kniga-1-39962388/
Анна Гаврилова,Любимая адептка его величества. Книга 3,4.8,1370,"Любовное фэнтези, Магическая школа, Магические миры, Попаданцы, Приключенческое фэнтези, Романтическое фэнтези, Самиздат, Юмористическое фэнтези",https://www.litres.ru/book/anna-gavrilova-3/lubimaya-adeptka-ego-velichestva-kniga-3-69153211/
Селина Катрин,Академия Космического Флота: Пограничный филиал,5.0,353,"Интеллектуальная фантастика, Космическая фантастика, Космические приключения, Любовно-фантастические романы, Первая любовь, Приключенческая фантастика, Самиздат",https://www.litres.ru/book/selina-katrin/akademiya-kosmicheskogo-flota-pogranichnyy-filial-70281094/
Влад Лей,Колонисты. Хозяева Хруста,4.8,112,"Боевая фантастика, Боевики, Остросюжетная фантастика, Постапокалипсис, Роман-приключение, Самиздат, Социальная фантастика, Фантастический боевик",https://www.litres.ru/book/vlad-ley-32542360/kolonisty-hozyaeva-hrusta-69132934/
Л. Дж. Шэн,Бессердечные изгои. Безжалостный соперник,4.7,67,"Young adult, Зарубежные любовные романы, Любовная драма, Любовные тайны, Молодежная литература, Поиск любви, Романтическая проза, Современные любовные романы",https://www.litres.ru/book/l-dzh-shen-24334007/besserdechnye-izgoi-bezzhalostnyy-sopernik-70088362/
Константин Харский,"Осторожно, двери открываются. Роман-тренинг о том, как мастерство продавца меняет жизнь",5.0,133,"Бизнес-план, Изменение судьбы, Истории успеха, Как стать успешным, Менеджеру по продажам, Просто о бизнесе, Стартапы и создание бизнеса, Успешный бизнес, Эффективность бизнеса",https://www.litres.ru/audiobook/konstantin-harskiy-1/ostorozhno-dveri-otkryvautsya-roman-trening-o-tom-kak-68283316/
Джон Ирвинг,Правила виноделов,4.6,1033,"Американская литература, Жизненные ценности, Истории о любви, Современная зарубежная литература, Социальная проза, Экранизации",https://www.litres.ru/book/dzhon-irving/pravila-vinodelov-130049/
Рафаэль Дамиров,Курсант. Назад в СССР 4,4.8,16,"Альтернативная история, Детективная фантастика, Историческая фантастика, ЛитРес: чтец, Назад в СССР, Опасные приключения, Перемещение во времени, Попаданцы",https://www.litres.ru/audiobook/rafael-damirov-32478108/kursant-nazad-v-sssr-4-70245427/
Александра Черчень,Герцог для Сиротки,4.8,425,"Авантюрные приключения, Любовное фэнтези, Любовные испытания, Магические академии, Магические миры, Приключенческое фэнтези, Только на ЛитРес, Юмористическое фэнтези",https://www.litres.ru/book/aleksandra-cherchen/gercog-dlya-sirotki-68931942/
Роберт Кийосаки,Квадрант денежного потока,4.7,1658,"Доходы, Зарубежная деловая литература, Как стать богатым, Личные финансы, Просто о бизнесе, Финансовое благополучие, Частные инвестиции",https://www.litres.ru/book/robert-kiyosaki/kvadrant-denezhnogo-potoka-10312612/
Андрей Васильев,Легкий заказ,4.8,494,"Ведьмы, Городское фэнтези, Книги про волшебников, Колдовство, Нечистая сила, Сверхспособности, Становление героя",https://www.litres.ru/audiobook/andrey-vasilev-4/legkiy-zakaz-69943078/
Р. С. Шеррифф,Две недели в сентябре,4.7,280,"Английская литература, Зарубежная классика, Издательство Corpus, Литература 20 века, Проза жизни, Семейная сага",https://www.litres.ru/book/r-s-sherriff/dve-nedeli-v-sentyabre-67671587/
Пауло Коэльо,Одиннадцать минут,4.6,385,"Женские судьбы, Зарубежная классика, Книги о любви, Любовные испытания, Повороты судьбы, Современная зарубежная литература, Философская проза",https://www.litres.ru/audiobook/paulo-koelo/odinnadcat-minut-27429947/
Ю Несбё,Нетопырь,4.3,5366,"Древние легенды, Жестокое убийство, Зарубежные детективы, Полицейские детективы, Полицейское расследование, Психологические триллеры, Современные детективы, Тайны прошлого, Триллеры",https://www.litres.ru/book/u-nesbe/netopyr-162774/
Селина Аллен,Зверь,4.8,1174,"Young adult, Властный герой, Измена, Любовный треугольник, От ненависти до любви, Самиздат, Современные любовные романы, Эротические романы",https://www.litres.ru/book/selina-allen/zver-69215020/
Эндрю Робертс,Наполеон: биография,4.6,45,"Биографии и мемуары, Зарубежная образовательная литература, Зарубежная публицистика, История Европы, Наполеон Бонапарт, Наполеоновские войны, Общая история, Политические лидеры",https://www.litres.ru/book/endru-roberts/napoleon-biografiya-69187108/
Филип Котлер,"Маркетинг от А до Я: 80 концепций, которые должен знать каждый менеджер",4.6,771,"Брендинг, Зарубежная деловая литература, Интернет-маркетинг, Классический маркетинг, Мировой опыт, Привлечение клиентов, Секреты маркетинга, Советы профессионалов, Стратегия маркетинга",https://www.litres.ru/audiobook/filip-kotler/marketing-ot-a-do-ya-80-koncepciy-kotorye-dolzhen-znat-kazhdy-33395855/
Майк Омер,Глазами жертвы,4.8,2374,"Жестокое убийство, Зарубежные детективы, Полицейские детективы, Психологические триллеры, Расследование убийств, Серийные убийцы, Смертельная опасность, Современные детективы, Триллеры",https://www.litres.ru/audiobook/mayk-omer/glazami-zhertvy-65095282/
Андрей Васильев,Время выбора,4.9,786,"Ведьмы, Городское фэнтези, Книги про волшебников, Колдовство, Нечистая сила, Сверхспособности, Становление героя",https://www.litres.ru/audiobook/andrey-vasilev-4/vremya-vybora-68833398/
Дональд Рейфилд,Жизнь Антона Чехова,4.5,215,"А. П. Чехов, Биографии и мемуары, Биографии писателей и поэтов, Биографическая проза, Зарубежная публицистика, Личная жизнь знаменитостей, Русские писатели",https://www.litres.ru/book/donald-reyfild/zhizn-antona-chehova-8507546/
Александр Герчик,Курс активного трейдера,4.6,45,"Биржевое дело, Капиталовложения, Просто о бизнесе, Трейдинг, Фондовый рынок, Ценные бумаги, Ценные бумаги / инвестиции",https://www.litres.ru/audiobook/aleksandr-gerchik/kurs-aktivnogo-treydera-68498247/
Анджей Сапковский,Ведьмак,4.7,260,"Боевое фэнтези, Героическое фэнтези, Драконы, Зарубежное фэнтези, Интриги, Квест, Оборотни, Эльфы",https://www.litres.ru/book/andzhey-sapkovskiy/vedmak-51962971/
Гэри Чепмен,Пять языков любви. Как выразить любовь вашему спутнику,4.8,5272,"Любовные отношения, Практическая психология, Психология отношений, Саморазвитие / личностный рост, Секреты брака, Семейная гармония, Семейная психология, Семейное счастье",https://www.litres.ru/audiobook/geri-chepmen/pyat-yazykov-lubvi-kak-vyrazit-lubov-vashemu-sputniku-36973015/
Стивен Кинг,Институт,4.7,3888,"Зарубежная фантастика, Мистика, Паранормальные способности, Похищения, Психологическая фантастика, Секретные организации, Триллеры, Ужасы, Эксперименты над людьми",https://www.litres.ru/book/stiven-king/institut-51598283/
Андрей Васильев,Грани сумерек,4.9,735,"Ведьмы, Городское фэнтези, Книги про волшебников, Колдовство, Нечистая сила, Сверхспособности, Становление героя",https://www.litres.ru/audiobook/andrey-vasilev-4/grani-sumerek-68069846/
Черстин Лундберг Хан,Печенье счастья,4.7,2299,"Детские приключения, Книги о доброте, Сказки, Сказочные истории",https://www.litres.ru/audiobook/cherstin-lundberg-han/pechene-schastya-28519309/
Умберто Эко,Имя розы,4.4,1279,"Загадочные убийства, Зарубежные детективы, Инквизиция, Историческая литература, Исторические детективы, Постмодернизм, Средние века, Философская проза",https://www.litres.ru/book/umberto-eko/imya-rozy-120303/
Дэниел Киз,Цветы для Элджернона,4.9,3129,"Американская литература, Зарубежная фантастика, Научная фантастика, Философская проза, Экранизации, Эксперименты над людьми",https://www.litres.ru/audiobook/deniel-kiz/cvety-dlya-eldzhernona-51927863/
Георгий Данелия,Тостуемый пьет до дна,4.8,510,"Автобиографическая проза, Биографии и мемуары, Житейские истории, Знаменитые драматурги и режиссеры, Истории из жизни, Кинематограф / театр, Советская эпоха, Советское кино, Юмористическая проза",https://www.litres.ru/book/georgiy-daneliya/tostuemyy-pet-do-dna-134321/
Ерофей Трофимов,Одиночка. Кровавая вира,4.8,1411,"Альтернативная история, Боевая фантастика, Борьба за выживание, Другое тело, Историческая фантастика, Месть, Попаданцы, Русско-турецкая война",https://www.litres.ru/book/erofey-trofimov/odinochka-krovavaya-vira-68781717/
Валерий Петрович Большаков,Целитель-12,4.6,18,"Альтернативная история, Любовные истории, Назад в СССР, Научная фантастика, Научное фэнтези, Попаданцы, Самиздат, Шпионские детективы",https://www.litres.ru/book/valeriy-bolshakov/celitel-12-69962134/
Кристина Корр,"Изгнанница на проклятом отборе, или Второй шанс для истинных",4.8,121,"Властный герой, Любовное фэнтези, Любовь и ненависть, Отбор невест, Романтическое фэнтези, Самиздат, Фэнтези про драконов",https://www.litres.ru/book/kristina-korr-319675/izgnannica-na-proklyatom-otbore-ili-vtoroy-shans-dlya-70029607/
Ерофей Трофимов,Лесной гамбит,4.7,952,"Альтернативная история, Боевая фантастика, Борьба за выживание, Другое тело, Историческая фантастика, Перемещение во времени, Попаданцы, Спецназ",https://www.litres.ru/book/erofey-trofimov/lesnoy-gambit-69324979/
Люсинда Райли,Семь сестер. Сестра ветра,4.8,763,"Загадочные события, Норвегия, Опасные приключения, Современная зарубежная литература, Тайны прошлого",https://www.litres.ru/book/lusinda-rayli/sem-sester-sestra-vetra-50309186/
Александра Черчень,Пари на сиротку,4.7,933,"Любовное фэнтези, Любовные испытания, Магические миры, Приключенческое фэнтези, Только на ЛитРес, Юмористическое фэнтези",https://www.litres.ru/book/aleksandra-cherchen/pari-na-sirotku-67744218/
Нина Фролова,Таро. Полное руководство по чтению карт и предсказательной практике,4.7,552,"Гадание / толкование снов, Карты Таро, Практическая эзотерика, Практические рекомендации, Предсказание судьбы, Пророчества и предсказания, Руководства, Учебное пособие, Эзотерика / оккультизм",https://www.litres.ru/book/konstantin-lavo-1550/taro-polnoe-rukovodstvo-po-chteniu-kart-i-predskazate-34340039/
Сергей Обложко,Худеем по метаболическому принципу,4.7,144,"Здоровое и правильное питание, Здоровье, Кулинарные рецепты, Похудение и диеты, Психотерапия, Психотехники, Рецепты здорового питания, Секреты стройности, Советы психолога",https://www.litres.ru/book/s-oblozhko/hudeem-po-metabolicheskomu-principu-67672130/
Ксения Комал,Дом на глухой окраине,4.8,52,"Жестокое убийство, Месть, Психологические триллеры, Серийные убийцы, Смертельная опасность, Современные детективы, Триллеры",https://www.litres.ru/book/kseniya-komal/dom-na-gluhoy-okraine-70128217/
