author,title,rating,ratings,genres,link
Илья Соломенный,Сумеречный охотник,5.0,27,"Young adult, Аномальные зоны, Боевая фантастика, Боевое фэнтези, Захватывающие приключения, Магические способности, Самиздат, Становление героя",https://www.litres.ru/book/ilya-solomennyy/sumerechnyy-ohotnik-70244665/
Тони Гэддис,Начинаем программировать на Python,5.0,9,"Зарубежная компьютерная литература, Обучение программированию, Программирование, Разработка программного обеспечения, Язык Python",https://www.litres.ru/book/toni-geddis-32491161/nachinaem-programmirovat-na-python-68998912/
Б. Э. Пэрис,Психотерапевт,4.7,16,"Загадочные убийства, Зарубежные детективы, Мистика, Мистический триллер, Психологические триллеры, Современные детективы, Таинственный дом, Тайны прошлого, Триллеры",https://www.litres.ru/book/b-e-peris/psihoterapevt-70208686/
Ульяна Романова,Наглый. Дерзкий. Родной,4.6,281,"Настоящая любовь, Настоящие мужчины, Романтика, Самиздат, Современные любовные романы, Эротические романы",https://www.litres.ru/book/ulyana-romanova/naglyy-derzkiy-rodnoy-70135720/
Майк Омер,Гибельное влияние,4.8,1620,"Зарубежные детективы, Полицейские детективы, Психологические триллеры, Расследование преступлений, Секты, Смертельная опасность, Современные детективы, Тайны прошлого, Триллеры",https://www.litres.ru/book/mayk-omer/gibelnoe-vliyanie-68955687/
Виктор Пелевин,Путешествие в Элевсин,4.4,963,"Антиутопия, Далёкое будущее, Жизненный выбор, Жизнь после смерти, Постмодернизм, Современная русская литература",https://www.litres.ru/audiobook/viktor-pelevin/puteshestvie-v-elevsin-69587401/
Сергей Лукьяненко,Порог,4.4,7256,"Внеземные цивилизации, Галактические войны, Искусственный интеллект, Космическая фантастика, Космические путешествия, Научная фантастика",https://www.litres.ru/book/sergey-lukyanenko/porog-42600762/
Максим Томилко,Временные трудности 2,5.0,7,"Альтернативная фантастика, Боевая фантастика, Военно-историческая фантастика, Военные приключения, Книги о приключениях, Остросюжетная фантастика, Попаданцы, Самиздат",https://www.litres.ru/book/maksim-tomilko/vremennye-trudnosti-2-70258822/
Садхгуру,Карма. Как стать творцом своей судьбы,4.7,261,"Духовные наставления, Духовные практики, Зарубежная психология, Зарубежная эзотерическая литература, Карма, Практическая эзотерика, Саморазвитие / личностный рост, Тайны и загадки бытия, Управление судьбой",https://www.litres.ru/book/sadhguru-15158695/karma-kak-stat-tvorcom-svoey-sudby-67139715/
Крис Уитакер,Мы начинаем в конце,4.7,4494,"Бестселлеры «New York Times», Зарубежные детективы, Мировой бестселлер, Остросюжетная литература, Психологические драмы, Психологические триллеры, Современные детективы, Триллеры",https://www.litres.ru/book/kris-uitaker/my-nachinaem-v-konce-66483456/
Эрих Мария Ремарк,Время жить и время умирать,4.8,1217,"Антивоенная литература, Вторая мировая война, Зарубежная классика, Книги о войне, Литература 20 века, Немецкая классика, Психологическая проза, Философская проза",https://www.litres.ru/book/erih-mariya-remark/vremya-zhit-i-vremya-umirat-25298132/
Рик Хансон,"Мозг Будды: нейропсихология счастья, любви и мудрости",4.2,158,"Зарубежная психология, Личная эффективность, Нейропсихология, Практическая психология, Практическая эзотерика, Психологические тренинги, Психология успеха, Психотехники, Развитие личности, Саморазвитие / личностный рост, Самосовершенствование, Скрытые возможности",https://www.litres.ru/book/rik-hanson/mozg-buddy-neyropsihologiya-schastya-lubvi-i-mudrosti-31736353/
Николас Старгардт,Мобилизованная нация. Германия 1939–1945,4.6,472,"Архивные материалы, Вторая мировая война, Германия, Зарубежная публицистика, Исторические исследования, Нацизм, Общая история, Популярно об истории",https://www.litres.ru/book/nikolas-stargardt/mobilizovannaya-naciya-germaniya-1939-1945-64019576/
Татьяна Мужицкая,"Мне все льзя. О том, как найти свое призвание и самого себя",4.7,1170,"Как достичь успеха, Как обрести счастье, Личная эффективность, Практическая психология, Психологические тренинги, Самопознание, Саморазвитие / личностный рост, Самореализация, Уверенность в себе",https://www.litres.ru/book/tatyana-muzhickaya/mne-vse-lzya-o-tom-kak-nayti-svoe-prizvanie-i-samogo-se-48511887/
Наталья Мамлеева,Мой Сводный Лёд,4.7,28,"Драконы, Любовно-фантастические романы, Любовное фэнтези, Магические миры, Неунывающая героиня, Романтическое фэнтези, Юмористическая фантастика",https://www.litres.ru/audiobook/natalya-mamleeva/moy-svodnyy-led-70259290/
,Как приготовить все что угодно. Большая книга рецептов и техник,5.0,2,"Кулинария, Кулинарная классика, Кулинарные рецепты, Оригинальные рецепты, Приготовление пищи, Хозяйке на заметку, Энциклопедии",https://www.litres.ru/book/elizaveta-kuznecova/kak-prigotovit-vse-chto-ugodno-bolshaya-kniga-recepto-70080919/
Джон Перкинс,Исповедь экономического убийцы,4.5,590,"Автобиографическая проза, Биографии и мемуары, Глобализация, Зарубежная деловая литература, Мировая экономика, Политическая борьба, Политология, Современное общество, Экономическая политика",https://www.litres.ru/book/dzhon-perkins/ispoved-ekonomicheskogo-ubiycy-132973/
Ребекка Яррос,Четвертое крыло,4.6,1426,"Young adult, Бестселлеры «New York Times», Боевое фэнтези, Героическое фэнтези, Драконы, Зарубежное фэнтези, Любовное фэнтези, Любовные интриги, Любовные испытания, Смертельная опасность, Фэнтези про драконов",https://www.litres.ru/book/rebekka-yarros/chetvertoe-krylo-69747151/
Максим Батырев,45 татуировок менеджера. Правила российского руководителя,4.7,7363,"Деловая карьера, Лидерство, Менеджмент, Менеджмент и кадры, Организация рабочего процесса, Саморазвитие / личностный рост, Теория менеджмента, Эффективное руководство",https://www.litres.ru/book/maksim-batyrev/45-tatuirovok-menedzhera-pravila-rossiyskogo-rukovoditelya-6187749/
Александра Черчень,"Погадай на дракона, ведьма!",5.0,362,"Драконы, Любовная магия, Любовное фэнтези, Новый год, Только на ЛитРес, Фэнтези про драконов",https://www.litres.ru/book/aleksandra-cherchen/pogaday-na-drakona-vedma-70244593/
Дмитрий Витальевич Шелег,Курсант поневоле,4.8,15,"Боевая магия, Боевая фантастика, Боевики, Боевые искусства, Попаданцы, Приключенческие боевики, Самиздат, Сражения",https://www.litres.ru/book/dmitriy-vitalevich-sheleg/kursant-ponevole-70280968/
Влад Лей,Старатель 6,4.6,112,"Боевая фантастика, Книги о приключениях, Космическая фантастика, Космос, Остросюжетная фантастика, Приключенческие боевики, Самиздат, Фантастический боевик",https://www.litres.ru/book/vlad-ley-32542360/staratel-6-69982150/
Рэй Брэдбери,451 градус по Фаренгейту,4.6,5052,"Антиутопия, Зарубежная фантастика, Классика фантастики, Научная фантастика, Премия «Хьюго», Провокационные романы, Социальная фантастика, Тоталитаризм, Экранизации",https://www.litres.ru/book/rey-bredberi/451-gradus-po-farengeytu-39507162/
Джордж Сэмюэль Клейсон,Самый богатый человек в Вавилоне,4.9,8930,"Бюджет, Денежные накопления, Зарубежная деловая литература, Зарубежная психология, Исполнение желаний, Как достичь успеха, Личная эффективность, Личные финансы, Притчи, Саморазвитие / личностный рост",https://www.litres.ru/audiobook/dzhorzh-semuel-kleyson/samyy-bogatyy-chelovek-v-vavilone-53825206/
Маргарита Ардо,"Его Снежинка, пятая справа",4.8,156,"Авантюрные детективы, Авантюрные мелодрамы, Остросюжетные любовные романы, Повороты судьбы, Современные детективы, Современные любовные романы",https://www.litres.ru/book/margarita-ardo/ego-snezhinka-pyataya-sprava-63489796/
Лю Цысинь,Задача трех тел,4.5,3474,"Боевая фантастика, Виртуальная реальность, Зарубежная фантастика, Интеллектуальная фантастика, Космическая фантастика, Ксенофантастика, Научная фантастика, Социальная фантастика, Спасение мира, Философская фантастика",https://www.litres.ru/book/lu-cysin/zadacha-treh-tel-24427853/
Татьяна Полякова,Свет мой тишина,4.7,186,"Женские детективы, Загадочное исчезновение, Современные детективы, Частные детективы",https://www.litres.ru/book/tatyana-polyakova/svet-moy-tishina-70064611/
Делия Оуэнс,"Там, где раки поют",4.8,3963,"Загадочные убийства, Современная зарубежная литература, Современные детективы, Социальная проза, Тайны",https://www.litres.ru/book/deliya-ouens/tam-gde-raki-pout-48882939/
Дмитрий Петров,Жилой комплекс «Курицын»,4.8,1114,"Авантюры, Любовные испытания, Плутовской роман, Самиздат, Современная русская литература, Современные любовные романы, Черный юмор, Юмор и сатира",https://www.litres.ru/book/dmitriy-petrov-31817282/zhiloy-kompleks-kuricyn-68807766/
Альбина Матрикс,Матрица судьбы от А до Я,4.2,140,"Матрица, Нумерология, Общая психология, Психология личности, Самиздат, Саморазвитие / личностный рост, Управление судьбой, Эзотерика / оккультизм",https://www.litres.ru/book/albina-matriks/matrica-sudby-i-kasty-67787849/
Джулия Эндерс,Очаровательный кишечник. Как самый могущественный орган управляет нами,4.4,8339,"Анатомия и физиология человека, Гастроэнтерология, Здоровье, Интересные факты, Мировой бестселлер, Научно-популярная литература, Популярно о медицине, Функции кишечника, Человеческий организм",https://www.litres.ru/book/dzhuliya-enders/ocharovatelnyy-kishechnik-kak-samyy-moguschestvennyy-organ-12178377/
Анна Дашевская,Здесь все рядом,4.7,28,"Загадочные события, Опасные приключения, Превратности судьбы, Семейные тайны, Современные детективы, Таинственное убийство",https://www.litres.ru/book/anna-dashevskaya/zdes-vse-ryadom-69906748/
Anne Dar,Обреченные стать пеплом,5.0,6342,"Жизненный выбор, Любовная драма, Остросюжетные любовные романы, Разум и чувства, Современные любовные романы, Судьба человека, Тайные желания, Эротические романы",https://www.litres.ru/book/anne-dar/obrechennye-stat-peplom-51331468/
Юрий Мурадян,Игра Атлантов. Алхимия мечты,5.0,203,"Вечные вопросы, Героическое фэнтези, Древние знания, Древние цивилизации, Загадка Атлантиды, Трансформация личности, Эзотерика / оккультизм",https://www.litres.ru/audiobook/uriy-muradyan-32823457/igra-atlantov-alhimiya-mechty-70194052/
Виктор Державин,Агентурная разведка. Часть 3. Вербовка,4.9,228,"Внешняя разведка, Военное дело / спецслужбы, ГРУ, Исторические приключения, Разведка, Самиздат, Секретные агенты, Шпионские детективы",https://www.litres.ru/book/viktor-derzhavin/agenturnaya-razvedka-chast-3-verbovka-68461013/
Джек Д. Швагер,Технический анализ: Полный курс,4.1,348,"Биржевая торговля, Биржевое дело, Зарубежная деловая литература, Трейдинг, Фондовый рынок, Ценные бумаги, Ценные бумаги / инвестиции",https://www.litres.ru/book/dzhek-shvager/tehnicheskiy-analiz-polnyy-kurs-25022877/
Питер Браун,Дикий робот,4.7,297,"Зарубежные детские книги, Роботы, Семейное чтение, Сказки, Сказки с картинками, Современные сказки",https://www.litres.ru/book/piter-braun-17531890/dikiy-robot-39141373/
Виктор Державин,Агентурная разведка. Часть 2. Нелегальный резидент. Поиск,4.8,277,"Биографии и мемуары, Внешняя разведка, Военная разведка, Военное дело, Самиздат, Секретные агенты, Шпионаж, Шпионские детективы",https://www.litres.ru/book/viktor-derzhavin/agenturnaya-razvedka-chast-2-nelegalnyy-rezident-poisk-68317069/
Виктор Пелевин,KGBT+ (КГБТ+),4.4,2579,"Антиутопия, Далёкое будущее, Жизненный выбор, Жизнь после смерти, Постмодернизм, Современная русская литература",https://www.litres.ru/book/viktor-pelevin/kgbt-kgbt-68010821/
Ольга Герр,Охота на попаданку. Бракованная жена,4.7,652,"Драконы, Любовное фэнтези, Любовные испытания, Магические миры, Попаданцы, Приключенческое фэнтези, Самиздат, Юмористическое фэнтези",https://www.litres.ru/book/olga-gerr/ohota-na-popadanku-brakovannaya-zhena-69728374/
Андрей Евгеньевич Первухин,Целитель. Книга вторая,4.7,16,"Боевое фэнтези, Героическое фэнтези, Магические артефакты, Магическое фэнтези, Магия и волшебство, Попаданцы, Самиздат, Черновик",https://www.litres.ru/book/andrey-pervuhin/celitel-kniga-vtoraya-70266382/
Шарлотта Брандиш,"Драма в Гриффин-холле, или Отравленный уикенд",4.8,3642,"Английские детективы, Загадочные убийства, Зарубежные детективы, Классические детективы, Расследование преступлений, Самиздат, Современные детективы, Только на ЛитРес",https://www.litres.ru/book/sharlotta-brandish/drama-v-griffin-holle-ili-otravlennyy-uikend-63429581/
Серж Винтеркей,Антидемон. Книга 9,4.9,800,"Боевое фэнтези, Книги про волшебников, Колдовство, Магические способности, Попаданцы, Путешествия во времени, Сражения, Становление героя",https://www.litres.ru/book/serzh-vinterkey/antidemon-kniga-9-69970228/
Павел Корнев,Нелегал. Том 2,4.9,81,"Боевое фэнтези, Героическое фэнтези, Городское фэнтези, Сверхспособности, Становление героя, Стимпанк, Технофэнтези, Черновик",https://www.litres.ru/book/pavel-kornev/nelegal-tom-2-70244713/
Ольга Гусейнова,Темная сторона. Ученица,4.9,1292,"Любовное фэнтези, Магические академии, Магические миры, Романтическое фэнтези, Только на ЛитРес",https://www.litres.ru/book/olga-guseynova/temnaya-storona-uchenica-69575929/
Фэнни Флэгг,Жареные зеленые помидоры в кафе «Полустанок»,4.6,8182,"Американская литература, Женская дружба, Женская проза, Житейские истории, Зарубежная классика, Литература 20 века, Современная зарубежная литература, Экранизации",https://www.litres.ru/book/fenni-flegg/zharenye-zelenye-pomidory-v-kafe-polustanok-130519/
Дина Рубина,Не вычеркивай меня из списка…,4.8,165,"Автобиографическая проза, Житейские истории, Психологическая проза, Семейные истории, Современная русская литература, Социальная проза",https://www.litres.ru/audiobook/dina-rubina/ne-vycherkivay-menya-iz-spiska-70020430/
Мэтт Хейг,Полночная библиотека,4.7,3179,"В поисках счастья, Жизнь после смерти, Загробный мир, Современная зарубежная литература, Философская проза",https://www.litres.ru/book/mett-heyg/polnochnaya-biblioteka-63786406/
Дмитрий Ра,Гильдия Злодеев. Том 5,4.6,22,"Боевое фэнтези, Бояръ-аниме, Интриги, Магические академии, Опасные приключения, Попаданцы, Становление героя, Харизматичный герой, Юмористическое фэнтези",https://www.litres.ru/audiobook/dmitriy-ra/gildiya-zlodeev-tom-5-70271011/
Роб Фитцпатрик,"Спроси маму: Как общаться с клиентами и подтвердить правоту своей бизнес-идеи, если все кругом врут?",4.5,489,"Деловое общение, Зарубежная деловая литература, Отношения с клиентами, Позиционирование, Практические рекомендации, Привлечение клиентов, Просто о бизнесе, Работа с клиентами, Стартапы и создание бизнеса, Эффективность бизнеса",https://www.litres.ru/book/rob-fitcpatrik/sprosi-mamu-kak-obschatsya-s-klientami-i-podtverdit-pravotu-23963007/
Матильда Старр,Невольная ведьма. Добро пожаловать в кошмар,4.8,1528,"Ведьмы, Городское фэнтези, Ироничная проза, Любовное фэнтези, Опасные приключения, Романтическое фэнтези, Только на ЛитРес, Юмористическое фэнтези",https://www.litres.ru/book/matilda-starr/nevolnaya-vedma-dobro-pozhalovat-v-koshmar-68948679/
Эдуард Хруцкий,Осень в Сокольниках,4.9,85,"Классические детективы, Криминал, МУР, Остросюжетные детективы, Полицейские детективы, Убийства, Уголовный розыск",https://www.litres.ru/audiobook/eduard-anatolevich-hruckiy/osen-v-sokolnikah-69529864/
Татьяна Устинова,Судьба по книге перемен,4.6,5377,"Женские детективы, Загадочная смерть, Загадочные убийства, Подозреваемые, Расследование преступлений, Современные детективы",https://www.litres.ru/book/tatyana-ustinova/sudba-po-knige-peremen-66768993/
Алекс Гор,Контуженный: АДАПТАЦИЯ,4.7,538,"Боевая фантастика, Захватывающие приключения, Космическая фантастика, Космические приключения, Попаданцы, Самиздат, Фантастические миры",https://www.litres.ru/book/aleks-gor/kontuzhennyy-adaptaciya-69793117/
Мария Метлицкая,С видом на Нескучный,4.5,517,"В поисках счастья, Женская судьба, Жизненные трудности, Легкая проза, Любовные испытания, Повороты судьбы, Современные любовные романы",https://www.litres.ru/book/mariya-metlickaya/s-vidom-na-neskuchnyy-69580405/
Татьяна Серганова,"Травница, или Как выжить среди магов. Том 2",4.9,107,"Авторский мир, Любовное фэнтези, Любовный треугольник, Магические академии, Магическое фэнтези, Магия и волшебство",https://www.litres.ru/audiobook/tatyana-serganova/travnica-ili-kak-vyzhit-sredi-magov-tom-2-70125637/
Джоуи Коулман,Никогда не теряйте клиента. Превратите любого покупателя в пожизненного клиента за 100 дней,4.0,113,"Зарубежная деловая литература, Клиентоориентированность, Клиентский сервис, Менеджеру по продажам, Отношения с клиентами, Привлечение клиентов, Работа с клиентами, Техника продаж, Технологии продаж, Увеличение объема продаж, Управление продажами, Успешные продажи",https://www.litres.ru/book/dzhoui-koulman/nikogda-ne-teryayte-klienta-prevratite-lubogo-pokupatelya-v-39828505/
Мишель Уэльбек,Уничтожить,4.5,75,"Политические интриги, Психологические триллеры, Семейная драма, Семейная сага, Современная зарубежная литература, Триллеры, Французская литература",https://www.litres.ru/book/mishel-uelbek/unichtozhit-69346783/
Андрей Васильев,Осколки легенд. Том 2,4.8,102,"Авторский сборник, Боевое фэнтези, Ведьмы, Виртуальные миры, Героическое фэнтези, Городское фэнтези, Новый год, Сборник рассказов",https://www.litres.ru/book/andrey-vasilev-4/oskolki-legend-tom-2-70107838/
Ольга Викторовна Дашкова,Крепкий орешек,4.9,10,"Властный герой, Встреча через годы, Первая любовь, Самиздат, Сильная героиня, Современные любовные романы, Эротические романы, Юмористическая проза",https://www.litres.ru/book/olga-viktorovna-dashkova/krepkiy-oreshek-70266223/
Макс Глебов,Объект контроля,4.7,273,"Боевая фантастика, Боевое фэнтези, Боевые роботы, Героическая фантастика, Инопланетное вторжение, Инопланетяне, Космическая фантастика, Космические войны, Научная фантастика, Черновик",https://www.litres.ru/book/maks-alekseevich-glebov/obekt-kontrolya-70184182/
Юлия Ефимова,Ложь без срока годности,4.8,1063,"Детектив-бестселлер, Детектив-загадка, Иронические детективы, Ироничная проза, Классические детективы, Остросюжетные любовные романы, Романтический детектив, Самиздат",https://www.litres.ru/book/uliya-efimova-17531856/lozh-bez-sroka-godnosti-51836224/
Елена Вавилова,Нетворкинг для разведчиков. Как извлечь пользу из любого знакомства,4.9,795,"Искусство общения, Личный опыт, О психологии популярно, Психология общения, Саморазвитие / личностный рост, Советы профессионалов, Техники влияния",https://www.litres.ru/book/elena-vavilova-18542/netvorking-dlya-razvedchikov-kak-izvlech-polzu-iz-lub-66635352/
Влад Лей,Старатель 5,4.8,123,"Боевая фантастика, Будущее, Книги о приключениях, Космическая фантастика, Космические приключения, Приключенческие боевики, Самиздат, Фантастический боевик",https://www.litres.ru/book/vlad-ley-32542360/staratel-5-69813976/
Василий Маханенко,Закон джунглей. Книга 1,4.9,16,"Боевое фэнтези, Боевые искусства, Героическое фэнтези, Древние тайны, Приключенческое фэнтези, Сверхспособности, Становление героя",https://www.litres.ru/audiobook/vasiliy-mahanenko/zakon-dzhungley-kniga-1-70254124/
Джон Богл,Руководство разумного инвестора. Надежный способ получения прибыли на фондовом рынке,4.5,94,"Зарубежная деловая литература, Личные финансы, Технологии для бизнеса, Финансовая грамотность, Фондовый рынок, Ценные бумаги / инвестиции, Частные инвестиции",https://www.litres.ru/book/dzhon-k-bogl/rukovodstvo-razumnogo-investora-nadezhnyy-sposob-polucheniya-65218111/
Роберт Чалдини,Психология влияния. 7-е расширенное издание,4.5,896,"Зарубежная психология, Конфликтология, Личная эффективность, Межличностные коммуникации, Мировой бестселлер, Психология общения, Психология управления, Саморазвитие / личностный рост, Социальная психология, Техники влияния",https://www.litres.ru/book/robert-chaldini/psihologiya-vliyaniya-7-e-rasshirennoe-izdanie-6994167/
Алексей Брусницын,Новейший Завет,4.7,1107,"Альтернативная фантастика, Детективная фантастика, Историческая фантастика, Научная фантастика, Приключенческие боевики, Самиздат, Философско-исторические размышления, Шпионы",https://www.litres.ru/audiobook/aleksey-brusnicyn-26207658/noveyshiy-zavet-68030662/
Садхгуру,Внутренняя инженерия. Путь к радости. Практическое руководство от йога,4.5,1134,"Восточные практики, Зарубежная эзотерическая литература, Здоровье без лекарств, Индийские религии, Йога, Личная эффективность, Самопознание, Саморазвитие / личностный рост, Самосовершенствование, Скрытые возможности",https://www.litres.ru/book/sadhguru-15158695/vnutrennyaya-inzheneriya-put-k-radosti-prakticheskoe-ruk-33387215/
Фредрик Бакман,Здесь была Бритт-Мари,4.8,5149,"Женские судьбы, Жизненный выбор, Житейские истории, Повороты судьбы, Современная зарубежная литература, Шведская литература",https://www.litres.ru/book/fredrik-bakman/zdes-byla-britt-mari-34115682/
Джули Старр,"Полное руководство по методам, принципам и навыкам персонального коучинга",4.2,132,"Бизнес-тренинги, Зарубежная деловая литература, Как достичь цели, Консалтинг, Коучинг, Личная эффективность, Психологические тренинги, Руководства, Технологии обучения, Технологии успеха",https://www.litres.ru/book/dzhuli-starr/polnoe-rukovodstvo-po-metodam-principam-i-navykam-personalnog-18041110/
Бас Вютерс,"Онлайн-влияние. Как управлять поведением людей, чтобы они совершали покупки в онлайне",4.7,56,"Зарубежная деловая литература, Интернет-бизнес, Интернет-маркетинг, Привлечение клиентов, Привлечение покупателей, Просто о бизнесе, Психология в бизнесе, Психология покупателя, Советы профессионалов, Успешный бизнес, Эффективность бизнеса",https://www.litres.ru/book/bas-vuters/onlayn-vliyanie-kak-upravlyat-povedeniem-ludey-chtoby-oni-sover-65551802/
Патрик Кинг,"Как легко завести разговор с любым человеком. Искусство умной, легкой и увлекательной беседы",4.1,109,"Зарубежная психология, Искусство общения, Личная эффективность, Межличностные коммуникации, Психология общения, Саморазвитие / личностный рост, Эффективное общение",https://www.litres.ru/audiobook/patrik-king/kak-legko-zavesti-razgovor-s-lubym-chelovekom-iskusstvo-umnoy-66482268/
Герман Симон,"Признания мастера ценообразования. Как цена влияет на прибыль, выручку, долю рынка, объем продаж и выживание компании",4.5,124,"Бизнес-стратегии, Зарубежная деловая литература, Продвижение бизнеса, Руководителям организаций и предприятий, Советы от гуру, Стратегия маркетинга, Техника продаж, Увеличение прибыли, Управление бизнесом, Управление продажами, Успешные продажи, Финансовый менеджмент, Ценообразование, Эффективность бизнеса",https://www.litres.ru/book/german-simon/priznaniya-mastera-cenoobrazovaniya-kak-cena-vliyaet-na-priby-19526171/
Владимир Сорокин,Норма. Тридцатая любовь Марины. Голубое сало. День опричника. Сахарный Кремль,4.2,178,"Авторский сборник, Альтернативная проза, Контркультура, Постмодернизм, Современная русская литература",https://www.litres.ru/book/vladimir-sorokin/norma-tridcataya-lubov-mariny-goluboe-salo-den-oprichnika-4109425/
Ричард Осман,"Человек, который умер дважды",4.7,471,"Жестокое убийство, Загадочные убийства, Зарубежные детективы, Мировой бестселлер, Полицейские детективы, Расследование преступлений, Расследование убийств, Современные детективы",https://www.litres.ru/book/richard-osman/chelovek-kotoryy-umer-dvazhdy-67261641/
Лев Толстой,Война и мир. В 4-х томах,4.8,3338,"История Руси, Классическая проза, Любовные испытания, Русская классика, Семейная сага, Сражения, Экранизации",https://www.litres.ru/audiobook/lev-tolstoy/voyna-i-mir-v-4-h-tomah-23188614/
Майк Омер,Гибельное влияние,4.8,1390,"Зарубежные детективы, Полицейские детективы, Психологические триллеры, Расследование преступлений, Секты, Смертельная опасность, Современные детективы, Тайны прошлого, Триллеры",https://www.litres.ru/audiobook/mayk-omer/gibelnoe-vliyanie-68953830/
Вадим Панов,Кто-то просит прощения,4.6,145,"Загадочные события, Расследование убийств, Серийные убийцы, Современные детективы, Триллеры",https://www.litres.ru/book/vadim-panov/kto-to-prosit-proscheniya-70005742/
Майк Омер,Пламя одержимости,4.8,748,"Заложники, Зарубежные детективы, Полицейские детективы, Психологические триллеры, Расследование преступлений, Секты, Смертельная опасность, Современные детективы, Триллеры",https://www.litres.ru/book/mayk-omer/plamya-oderzhimosti-69654706/
Грег МакКеон,Эссенциализм. Путь к простоте,4.5,1627,"Концентрация внимания, Личная эффективность, Работа над собой, Саморазвитие / личностный рост, Тайм-менеджмент",https://www.litres.ru/book/greg-makkeon/essencializm-put-k-prostote-8653861/
Элизабет Гилберт,Город женщин,4.8,6136,"В поисках мечты, Женская остросюжетная проза, Зарубежные любовные романы, Любовные авантюры, Современные любовные романы, Театральная жизнь",https://www.litres.ru/audiobook/elizabet-gilbert/gorod-zhenschin-43699996/
Фредрик Бакман,Тревожные люди,4.8,6592,"Заложники, Ограбления, Проза жизни, Психологическая проза, Современная зарубежная литература, Шведская литература",https://www.litres.ru/audiobook/fredrik-bakman/trevozhnye-ludi-63063832/
Матильда Старр,Школа чернокнижников. Железная корона,4.8,2247,"Young adult, Детективное фэнтези, Любовное фэнтези, Любовные интриги, Любовные испытания, Магические академии, Магические способности, Приключенческое фэнтези, Романтическое фэнтези",https://www.litres.ru/book/matilda-starr/shkola-chernoknizhnikov-zheleznaya-korona-68620558/
Мария Татар,Тысячеликая героиня: Женский архетип в мифологии и литературе,4.6,15,"Зарубежная публицистика, Исторические исследования, Мифология, Писательское мастерство, Феминизм",https://www.litres.ru/book/mariya-tatar/tysyachelikaya-geroinya-zhenskiy-arhetip-v-mifologii-i-litera-69553294/
Роз Уоткинс,Красный дом,5.0,530,"Загадочные убийства, Зарубежные детективы, Интеллектуальный детектив, Психологические детективы, Смертельная опасность, Современные детективы, Тайны прошлого, Триллеры",https://www.litres.ru/book/roz-uotkins/krasnyy-dom-70013560/
Джо Диспенза,"Сила подсознания, или Как изменить жизнь за 4 недели",4.6,3274,"Зарубежная эзотерическая литература, Медитации, Практическая эзотерика, Практические рекомендации, Психология, Психотехники, Саморазвитие / личностный рост, Самосовершенствование, Тайны подсознания",https://www.litres.ru/audiobook/dzho-dispenza/sila-podsoznaniya-ili-kak-izmenit-zhizn-za-4-nedeli-43315175/
О.Шеллина (shellina),Вендетта. Часть II. Том VII,4.9,9,"Альтернативная история, Другое тело, Историческая фантастика, Исторические приключения, Политические интриги, Попаданцы, Придворные интриги, Самиздат",https://www.litres.ru/book/o-shellina-shellina/vendetta-chast-ii-tom-vii-70257163/
Роберт Гэлбрейт,Дурная кровь,4.7,5604,"Детектив-загадка, Загадочное исчезновение, Зарубежные детективы, Смертельная опасность, Современные детективы, Тайны прошлого, Частные детективы",https://www.litres.ru/book/robert-gelbreyt/durnaya-krov-63439561/
Владимир Завертайлов,"Настольная книга project-менеджера. Что нужно знать, чтобы управлять IT, digital и другими проектами с учетом российских реалий",4.9,148,"IT-менеджер, IT-менеджмент, Project-менеджмент, Менеджмент и кадры, Организационный менеджмент, Программы, Управление проектами, Управление процессами",https://www.litres.ru/book/vladimir-zavertaylov/nastolnaya-kniga-project-menedzhera-chto-nuzhno-znat-68007542/
Карина Илларионова,Не очень хорошие люди,4.9,766,"Жизненный выбор, Ошибки прошлого, Производственный роман, Семейная сага, Современная русская литература, Современные любовные романы, Только на ЛитРес",https://www.litres.ru/book/karina-illarionova/ne-ochen-horoshie-ludi-68276242/
Майк Омер,Глазами жертвы,4.8,7711,"Жестокое убийство, Зарубежные детективы, Полицейские детективы, Психологические триллеры, Расследование убийств, Серийные убийцы, Смертельная опасность, Современные детективы, Триллеры",https://www.litres.ru/book/mayk-omer/glazami-zhertvy-65020577/
Марк Уолинн,Это началось не с тебя. Как мы наследуем негативные сценарии нашей семьи и как остановить их влияние,4.5,548,"Душевное равновесие, Зарубежная психология, Клиническая психология, Практическая психология, Психическое здоровье, Психоанализ, Психологические комплексы, Психотерапия, Самопознание, Саморазвитие / личностный рост, Состояния и явления психики, Уверенность в себе",https://www.litres.ru/book/mark-uolinn/eto-nachalos-ne-s-tebya-kak-my-nasleduem-negativnye-scenarii-n-57334498/
Аркадий и Борис Стругацкие,Волны гасят ветер,4.8,680,"Далёкое будущее, Научная фантастика, Повести, Премия «Великое Кольцо», Прогрессорство, Социальная фантастика, Философская фантастика",https://www.litres.ru/audiobook/arkadiy-i-boris-strugackie/volny-gasyat-veter-6562136/
Дейл Карнеги,Как завоевывать друзей и оказывать влияние на людей,4.8,2557,"Зарубежная психология, Как достичь успеха, Межличностные коммуникации, Популярная психология, Саморазвитие / личностный рост, Техники влияния",https://www.litres.ru/book/deyl-karnegi/kak-zavoevyvat-druzey-i-okazyvat-vliyanie-na-ludey-10831668/
